98.96	38.94	0.2
96.52	37.70	0.2
94.13	35.72	0.2
99.13	35.36	0.2
100.24	38.01	0.2
101.12	37.84	0.2
98.52	34.92	0.2
97.95	34.40	0.2
97.38	33.98	0.2
97.15	33.78	0.2
85.13	33.80	0.2
92.92	34.82	0.2
93.10	35.10	0.2
94.07	35.62	0.2
92.24	33.77	0.2
92.67	34.00	0.2
92.94	34.86	0.2
38.63	98.95	0.2
99.07	38.79	0.2
93.12	35.20	0.2
94.10	35.72	0.2
100.33	37.73	0.2
99.50	35.48	0.2
99.56	35.40	0.2
79.38	35.76	0.2
79.40	35.77	0.2
79.41	35.80	0.2
96.20	34.93	0.2
96.21	34.94	0.2
97.32	34.70	0.2
97.31	34.70	0.2
97.33	34.65	0.2
97.58	35.02	0.2
97.57	35.01	0.2
