> -L"mountain"
103.511902501	29.6781932888
103.486804433	29.594084167
103.353220449	29.4211872859
103.211648266	29.2720336959
103.004435053	29.1323697664
102.835826201	29.0435257291
102.642524728	28.8332882454
102.642999651	28.5722718397
102.602296749	28.3738344267
102.484806715	28.0614624925
102.298933893	27.872303984
102.152606185	27.7169684765
102.149018623	27.5556923715
102.086714153	27.1530187384
102.04371429	26.8466898041
101.944882625	26.5054610411
101.919688859	26.4685743458
101.911970803	26.4975170565
101.807274519	26.5641419647
101.50270351	26.5070349006
101.274275254	26.3833029283
101.121989749	26.3452315522
100.993729284	26.2217534989
100.010816742	25.8392688326
98.9865583085	25.615121581
98.3350972585	25.8229992184
98.2877605948	26.5267786512
98.3713328265	26.8306415974
98.3332614504	27.0590698539
98.2019540513	27.2806510901
98.1904937901	27.3350873306
98.0382082857	27.506408523
97.9525476895	27.6206226513
97.8813149551	27.6400497607
97.8813149551	27.6400497607
97.743155121	27.6777297155
97.5813517726	27.6967654035
97.4326281082	27.6298397545
97.406299501	27.6467333804
97.3963092648	27.613496275
97.3909948921	27.6111048073
97.2862986079	27.5539977432
97.2482272318	27.4207479268
97.2196736997	27.3065337985
97.1340131035	27.2494267344
97.0388346632	27.2589445784
96.924620535	27.3255694866
96.8104064067	27.4302657708
96.6200495262	27.5254442111
96.5058353979	27.6015869633
96.3440320495	27.6777297155
96.2570372968	27.74297578
96.1415205735	27.8725733986
95.8330942165	28.1533386307
95.5958255529	28.2115872931
95.3329445679	28.337004706
95.1409419496	28.5026827775
95.1060765041	28.5083021661
95.1070446322	28.5091023807
95.094348195	28.5246869541
95.0908863291	28.5391613702
95.0874244632	28.5569747325
95.0689553207	28.5636526248
95.0539480441	28.5781270409
95.0470243123	28.5925972198
95.0331724554	28.6137495283
95.0308660092	28.6248807611
95.0297105895	28.6426941234
95.0158587326	28.6460330695
94.995083144	28.6371306256
94.9904658583	28.6549397506
95.0008514561	28.6694141668
94.9927723045	28.6816597941
94.9812312871	28.6927910269
94.9535275733	28.7083798375
94.9373692703	28.721735622
94.9108209762	28.7306423031
94.8946626732	28.7228500164
94.8831216557	28.7306423031
94.8842726822	28.7451167193
94.8992799588	28.7607012927
94.9258282528	28.7640402388
94.9419865559	28.7707223683
94.9419865559	28.7796290494
94.9304455384	28.7863069416
94.9073591103	28.7952136228
94.9004353785	28.7907602822
94.8738870845	28.7985525689
94.8658035397	28.7929848339
94.8427215048	28.7863069416
94.8311760941	28.7829679955
94.8023213539	28.7885314933
94.7942422024	28.7996669634
94.8023213539	28.8119125906
94.8150177911	28.8185904829
94.8161732108	28.833064899
94.798859488	28.8397427913
94.7746176402	28.8397427913
94.7780838993	28.8553316019
94.788469497	28.8731407269
94.7919313629	28.8898396948
94.8080940592	28.9009751648
94.8288696479	28.8976319815
94.8392596389	28.9054285054
94.8461833707	28.9176741327
94.8669589594	28.9210130788
94.8865835216	28.9310341544
94.9050482709	28.9399365983
94.9165936816	28.95329662
94.9235174134	28.9699955878
94.9200555475	28.9800166634
94.9212109672	29.0000545774
94.9200555475	29.0178679397
94.9350628241	29.0234356747
94.9489102877	29.0379058536
94.9546716988	29.0596486981
94.9756098384	29.0816857583
94.998450247	29.0927085279
95.0193839933	29.0871971431
95.0384154706	29.0927085279
95.0384154706	29.1074027277
95.0327086633	29.1312797425
95.0422244019	29.1441339877
95.0917097573	29.1514810876
95.1012254959	29.1624996177
95.1126435036	29.1735223873
95.1335816432	29.1827052023
95.1526131204	29.2010708323
95.1716445977	29.2157650321
95.1925827372	29.2286235168
95.2268411535	29.2359706167
95.2515838312	29.2488248619
95.278228778	29.2543362467
95.291553448	29.2708661616
95.3086826562	29.2910675067
95.3277141334	29.3020902763
95.3581680115	29.3278030062
95.3771994888	29.3535157361
95.3924264279	29.3645342662
95.4038444356	29.3829041358
95.4171691056	29.4086168657
95.4342983137	29.4251467806
95.4495208596	29.4398409804
95.440005121	29.4508595105
95.4247781819	29.4582066104
95.4285871133	29.4710650951
95.4323916514	29.4839193403
95.4171691056	29.4986135401
95.3905197656	29.5004492552
95.396230966	29.5206548398
95.3943286969	29.5353490396
95.3943286969	29.5518789545
95.4000398974	29.5684088694
95.4076489737	29.5812631146
95.4209736437	29.5959573144
95.409555636	29.6106515142
95.3905197656	29.6216700443
95.396230966	29.6400356743
95.3848129583	29.6639126891
